"Numer RSPO";"REGON";"NIP";"Typ";"Nazwa";"Kod terytorialny województwo";"Kod terytorialny powiat";"Kod terytorialny gmina";"Kod terytorialny miejscowość";"Kod terytorialny ulica";"Województwo";"Powiat";"Gmina";"Miejscowość";"Rodzaj miejscowości";"Ulica";"Numer budynku";"Numer lokalu";"Kod pocztowy";"Poczta";"Telefon";"Faks";"E-mail";"Strona www";"Publiczność status";"Kategoria uczniów";"Specyfika placówki";"Imię i nazwisko dyrektora";"Data założenia";"Data rozpoczęcia działalności";"Data likwidacji";"Typ organu prowadzącego";"Nazwa organu prowadzącego";"REGON organu prowadzącego";"NIP organu prowadzącego";"Województwo organu prowadzącego";"Powiat organu prowadzącego";"Gmina organu prowadzącego";"Miejsce w strukturze";"RSPO podmiotu nadrzędnego";"Typ podmiotu nadrzędnego";"Nazwa podmiotu nadrzędnego";"Liczba uczniów";"Tereny sportowe";"Języki nauczane";"Czy zatrudnia logopedę";"Czy zatrudnia psychologa";"Czy zatrudnia pedagoga";"Oddziały podstawowe wg specyfiki";"Oddziały dodatkowe";"Zawód";"Zawód artystyczny";"Zawód w KPSS";"Dziedzina BCU"
"49561";"=""000726300""";"=""6251264248""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. STANISŁAWA STASZICA W BĘDZINIE";"=""24""";"=""2401""";"=""2401011""";"=""0937899""";"=""29356""";"ŚLĄSKIE";"będziński";"Będzin";"Będzin";"miasto";"ul. Wisławy Szymborskiej";"=""1""";"";"=""42-500""";"Będzin";"=""322674597""";"=""322674597""";"sp4bedzin@sp4.bedzin.pl";"www.sp4.bedzin.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"TOMASZ SOWA";"1945.04.06";"1945.04.06";"";"Gmina";"MIASTO BĘDZIN";"=""276257446""";"";"ŚLĄSKIE";"będziński";"Będzin";"samodzielna";"";"";"";"311";"bieżnie proste, skocznie, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"84704";"=""000703687""";"=""9442010454""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. STANISŁAWA WYSPIAŃSKIEGO 32-050 SKAWINA, UL. WYSPIAŃSKIEGO 5";"=""12""";"=""1206""";"=""1206114""";"=""0951876""";"=""25084""";"MAŁOPOLSKIE";"krakowski";"Skawina";"Skawina";"miasto";"ul. Stanisława Wyspiańskiego";"=""5""";"";"=""32-050""";"Skawina";"=""122753240""";"";"sp4.skawina@gminaskawina.pl";"http://www.sp4skawina.szkolnastrona.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"BOŻENA WRZOSZCZYK";"1966.09.01";"1966.09.01";"";"Gmina";"GMINA SKAWINA";"=""351555588""";"=""6791023301""";"MAŁOPOLSKIE";"krakowski";"Skawina";"samodzielna";"";"";"";"351";"boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"105380";"=""001320362""";"=""9223046825""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. STEFANA BATOREGO W ZAMOŚCIU";"=""06""";"=""0664""";"=""0664011""";"=""0987510""";"=""25577""";"LUBELSKIE";"Zamość";"Zamość";"Zamość";"miasto";"ul. Hetmana Jana Zamoyskiego";"=""4""";"";"=""22-400""";"Zamość";"=""846389500""";"=""846389202""";"sekretariat@sp4.zamosc.pl";"sp4.zamosc.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"JANUSZ GŁĘBOCKI";"1988.09.01";"1988.09.01";"";"Miasto na prawach powiatu";"MIASTO ZAMOŚĆ";"=""950368747""";"";"LUBELSKIE";"Zamość";"Zamość";"samodzielna";"";"";"";"523";"boiska do koszykówki, boiska do piłki nożnej, bieżnie okólne, skocznie";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny, sportowy";"";"";"";"";""
"262923";"=""368075406""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. STEFANA KARDYNAŁA WYSZYŃSKIEGO";"=""14""";"=""1434""";"=""1434041""";"=""0921970""";"=""11755""";"MAZOWIECKIE";"wołomiński";"Zielonka";"Zielonka";"miasto";"ul. Waleriana Łukasińskiego";"=""1/3""";"";"=""05-220""";"Zielonka";"=""227710520""";"";"sp4@zielonka.pl";"www.gmzielonka.edu.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"Mirosława Wypchło";"2017.03.31";"2017.09.01";"";"Gmina";"MIASTO ZIELONKA";"=""013269730""";"=""1251334816""";"MAZOWIECKIE";"wołomiński";"Zielonka";"samodzielna";"";"";"";"617";"boiska do koszykówki, korty tenisowe, boiska do piłki nożnej, bieżnie proste, skocznie";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"55835";"=""000800657""";"=""1250934483""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. STEFANA ROWECKIEGO ""GROTA""";"=""14""";"=""1434""";"=""1434021""";"=""0920901""";"=""24885""";"MAZOWIECKIE";"wołomiński";"Marki";"Marki";"miasto";"ul. Wspólna";"=""42""";"";"=""05-270""";"Marki";"=""221002308""";"";"sp4@marki.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"IZABELA PACIOREK";"1962.08.25";"1962.09.01";"";"Gmina";"GMINA MIASTO MARKI";"=""013269670""";"=""1250018556""";"MAZOWIECKIE";"wołomiński";"Marki";"samodzielna";"";"";"";"1371";"boiska do piłki nożnej, bieżnie okólne, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny, sportowy";"";"";"";"";""
"43850";"=""000816061""";"=""7691362004""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. STEFANA ŻEROMSKIEGO";"=""10""";"=""1001""";"=""1001011""";"=""0967647""";"=""11139""";"ŁÓDZKIE";"bełchatowski";"Bełchatów";"Bełchatów";"miasto";"ul. Lipowa";"=""11""";"";"=""97-400""";"Bełchatów";"=""446322218""";"";"sp4@belchatow.pl";"czworka.info";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"JUSTYNA MACIEJEWSKA";"1964.05.01";"1965.09.01";"";"Gmina";"MIASTO BEŁCHATÓW";"=""590648244""";"";"ŁÓDZKIE";"bełchatowski";"Bełchatów";"samodzielna";"";"";"";"452";"boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny";"Wczesne wspomaganie rozwoju";"";"";"";""
"20344";"=""650166214""";"=""7921019216""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. STEFANA ŻEROMSKIEGO";"=""18""";"=""1804""";"=""1804011""";"=""0972192""";"=""26464""";"PODKARPACKIE";"jarosławski";"Jarosław";"Jarosław";"miasto";"ul. Żeromskiego";"=""4""";"";"=""37-500""";"Jarosław";"=""166211248""";"=""166211248""";"sekretariat@sp4.jaroslaw.pl";"www.sp4.jaroslaw.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"MONIKA BIELA";"1999.09.01";"1999.09.01";"";"Gmina";"GMINA MIEJSKA JAROSŁAW";"=""650900520""";"";"PODKARPACKIE";"jarosławski";"Jarosław";"samodzielna";"";"";"";"546";"boiska do siatkówki, boiska do piłki nożnej";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"18300";"=""000707627""";"=""7411486628""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. STEFANA ŻEROMSKIEGO W MORĄGU";"=""28""";"=""2815""";"=""2815084""";"=""0964850""";"=""07780""";"WARMIŃSKO-MAZURSKIE";"ostródzki";"Morąg";"Morąg";"miasto";"ul. Kajki";"=""2""";"";"=""14-300""";"Morąg";"=""897574743""";"";"sekretariat@spnr4.pl";"www.spnr4morag.szkolnastrona.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"SYLWIA OLSZEWSKA";"1959.09.01";"1959.09.01";"";"Gmina";"GMINA MORĄG";"=""510743580""";"";"WARMIŃSKO-MAZURSKIE";"ostródzki";"Morąg";"samodzielna";"";"";"";"379";"boiska do koszykówki, boiska do piłki ręcznej, bieżnie proste, skocznie";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"Grupa nauczania języka mniejszości";"";"";"";""
"61881";"=""000725944""";"=""6462741403""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. ŚW. BARBARY W LĘDZINACH";"=""24""";"=""2414""";"=""2414031""";"=""0940890""";"=""05754""";"ŚLĄSKIE";"bieruńsko-lędziński";"Lędziny";"Lędziny";"miasto";"ul. Goławiecka";"=""36""";"";"=""43-144""";"Lędziny";"=""322167435""";"=""322167435""";"sp4lego@poczta.onet.pl";"www.zsgolawiec.edupage.org";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"MARIA HORST";"2006.09.01";"2006.09.01";"";"Gmina";"GMINA LĘDZINY";"=""276258256""";"";"ŚLĄSKIE";"bieruńsko-lędziński";"Lędziny";"samodzielna";"";"";"";"221";"boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Nie";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"69872";"=""001098260""";"=""6812061650""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. ŚW. JADWIGI KRÓLOWEJ W MYŚLENICACH";"=""12""";"=""1209""";"=""1209034""";"=""0951617""";"=""25944""";"MAŁOPOLSKIE";"myślenicki";"Myślenice";"Myślenice";"miasto";"ul. Zdrojowa";"=""16 A""";"";"=""32-400""";"Myślenice";"=""123731400""";"";"zsp@myslenice.pl";"https://sp4zarabie.szkolnastrona.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"";"1999.03.09";"1999.09.01";"";"Gmina";"GMINA MYŚLENICE";"=""351555418""";"";"MAŁOPOLSKIE";"myślenicki";"Myślenice";"szkoła/placówka wchodząca w skład jednostki złożonej";"480708";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W MYŚLENICACH";"317";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"274902";"=""386375436""";"=""1251707542""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. ŚW. JANA PAWŁA II";"=""14""";"=""1434""";"=""1434031""";"=""0921958""";"=""06523""";"MAZOWIECKIE";"wołomiński";"Ząbki";"Ząbki";"miasto";"ul. Harcerska";"=""9""";"";"=""05-091""";"Ząbki";"=""227776222""";"";"sekretariat@sp4zabki.pl";"wwwsp4zabki.szkolnastrona.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"EWA SZYMCZAK";"2020.03.12";"2020.09.01";"";"Gmina";"MIASTO ZĄBKI";"=""013269717""";"=""1251332295""";"MAZOWIECKIE";"wołomiński";"Ząbki";"samodzielna";"";"";"";"638";"boiska do piłki nożnej, boiska uniwersalne/wielozadaniowe";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny, sportowy";"";"";"";"";""
"262225";"=""367998818""";"=""1182152910""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. ŚW. MAKSYMILIANA MARII KOLBEGO W BŁONIU";"=""14""";"=""1432""";"=""1432014""";"=""0920249""";"=""14015""";"MAZOWIECKIE";"warszawski zachodni";"Błonie";"Błonie";"miasto";"ul. Narutowicza";"=""4""";"";"=""05-870""";"Błonie";"=""227253302""";"";"sekretariat@sp4blonie.pl";"sp4.blonie.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"DOROTA BERLIŃSKA";"2017.03.13";"2017.09.01";"";"Gmina";"GMINA BŁONIE";"=""013271230""";"";"MAZOWIECKIE";"warszawski zachodni";"Błonie";"samodzielna";"";"";"";"325";"";"angielski, niemiecki";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"81629";"=""000735240""";"=""5422074242""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. SYBIRAKÓW W BIAŁYMSTOKU";"=""20""";"=""2061""";"=""2061011""";"=""0922410""";"=""03458""";"PODLASKIE";"Białystok";"Białystok";"Białystok";"miasto";"ul. Częstochowska";"=""6A""";"";"=""15-459""";"Białystok";"=""857422102""";"=""857420587""";"sp4@um.bialystok.pl";"https://sp4.edu.bialystok.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"IZABELA GRZYBOWSKA";"1976.12.20";"1977.09.01";"";"Miasto na prawach powiatu";"MIASTO BIAŁYSTOK";"=""050658640""";"";"PODLASKIE";"Białystok";"Białystok";"samodzielna";"";"";"";"440";"boiska do piłki nożnej";"angielski";"Nie";"Tak";"Tak";"ogólnodostępny";"Grupa nauczania języka mniejszości";"";"";"";""
"103845";"=""000730684""";"=""6422955084""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. TADEUSZA KOŚCIUSZKI W CZERWIONCE-LESZCZYNACH";"=""24""";"=""2412""";"=""2412014""";"=""0939409""";"=""05213""";"ŚLĄSKIE";"rybnicki";"Czerwionka-Leszczyny";"Czerwionka-Leszczyny";"miasto";"ul. Furgoła";"=""71""";"";"=""44-230""";"Czerwionka-Leszczyny";"=""324312926""";"=""324312926""";"sekretariat@sp4.czerwionka-leszczyny.pl";"www.sp4.czerwionka-leszczyny.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"IWONA SZMELICH";"1973.12.04";"1973.12.04";"";"Gmina";"GMINA I MIASTO CZERWIONKA-LESZCZYNY";"=""276258530""";"";"ŚLĄSKIE";"rybnicki";"Czerwionka-Leszczyny";"samodzielna";"";"";"";"251";"boiska do piłki nożnej, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"19166";"=""000725230""";"=""6271263619""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. TADEUSZA KOŚCIUSZKI W ŚWIĘTOCHŁOWICACH";"=""24""";"=""2476""";"=""2476011""";"=""0943724""";"=""21970""";"ŚLĄSKIE";"Świętochłowice";"Świętochłowice";"Świętochłowice";"miasto";"ul. Szkolna";"=""17""";"";"=""41-600""";"Świętochłowice";"=""322452923""";"=""322452923""";"sekretariat@sp4.swietochlowice.pl";"sp4.swietochlowice.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"MARTA PELC-MALUJDA";"1900.09.01";"1900.09.01";"";"Miasto na prawach powiatu";"GMINA ŚWIĘTOCHŁOWICE";"=""276255499""";"";"ŚLĄSKIE";"Świętochłowice";"Świętochłowice";"samodzielna";"";"";"";"356";"skocznie, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, sportowy";"";"";"";"";""
"85062";"=""001394515""";"=""7661871480""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. UNICEF W OBORNIKACH";"=""30""";"=""3016""";"=""3016014""";"=""0971181""";"=""14674""";"WIELKOPOLSKIE";"obornicki";"Oborniki";"Oborniki";"miasto";"ul. Obrzycka";"=""88""";"";"=""64-600""";"Oborniki";"=""612970273""";"=""612960955""";"unicef@o2.pl";"www.zs.oborniki.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"JUSTYNA BARTOL-JANASEK";"1989.09.01";"1989.09.01";"";"Gmina";"GMINA OBORNIKI";"=""631258804""";"";"WIELKOPOLSKIE";"obornicki";"Oborniki";"samodzielna";"";"";"";"793";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, sportowy, mistrzostwa sportowego";"Wczesne wspomaganie rozwoju";"";"";"";""
"71030";"=""356692019""";"=""5512210499""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. W. BRONIEWSKIEGO W WADOWICACH";"=""12""";"=""1218""";"=""1218094""";"=""0926921""";"=""20286""";"MAŁOPOLSKIE";"wadowicki";"Wadowice";"Wadowice";"miasto";"ul. Słowackiego";"=""2""";"";"=""34-100""";"Wadowice";"=""338233162""";"=""338233162""";"sp4@wadowice.pl";"https://zsp1wadowice.edupage.org";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"ELŻBIETA KOWALCZYK";"1965.09.01";"1965.09.01";"";"Gmina";"GMINA WADOWICE";"=""072182137""";"";"MAŁOPOLSKIE";"wadowicki";"Wadowice";"samodzielna";"";"";"";"362";"boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, bieżnie proste, skocznie";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"48734";"=""150560808""";"=""5761441217""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. WANDY CHOTOMSKIEJ W PRASZCE";"=""16""";"=""1608""";"=""1608044""";"=""0932353""";"=""21474""";"OPOLSKIE";"oleski";"Praszka";"Praszka";"miasto";"ul. Styczniowa";"=""7""";"";"=""46-320""";"Praszka";"=""343591021""";"";"sekretariat@sp4.praszka.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"EMILIA OLSZOWA";"1992.01.20";"1992.09.01";"";"Gmina";"GMINA PRASZKA";"=""151398592""";"";"OPOLSKIE";"oleski";"Praszka";"samodzielna";"";"";"";"170";"boiska do siatkówki, boiska do piłki nożnej";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"Grupa nauczania języka mniejszości";"";"";"";""
"87417";"=""000726642""";"=""6431433362""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. WITOLDA BUDRYKA W SIEMIANOWICACH ŚLĄSKICH";"=""24""";"=""2474""";"=""2474011""";"=""0943150""";"=""03691""";"ŚLĄSKIE";"Siemianowice Śląskie";"Siemianowice Śląskie";"Siemianowice Śląskie";"miasto";"ul. Marii Dąbrowskiej";"=""10""";"";"=""41-103""";"Siemianowice Śląskie";"=""322201378""";"";"sp4@mmj.pl";"sp4-siemianowice.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"BARBARA KOZŁOWSKA";"1963.09.01";"1963.09.01";"";"Miasto na prawach powiatu";"GMINA SIEMIANOWICE ŚLĄSKIE";"=""276255453""";"";"ŚLĄSKIE";"Siemianowice Śląskie";"Siemianowice Śląskie";"samodzielna";"";"";"";"490";"boiska uniwersalne/wielozadaniowe";"angielski, hiszpański, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"43960";"=""000693670""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. WŁADYSŁAWA BRONIEWSKIEGO W JAROCINIE";"=""30""";"=""3006""";"=""3006024""";"=""0936776""";"=""03148""";"WIELKOPOLSKIE";"jarociński";"Jarocin";"Jarocin";"miasto";"ul. Marii Curie-Skłodowskiej";"=""4""";"";"=""63-200""";"Jarocin";"=""627472689""";"=""627472689""";"zespolszkolnr4@jarocin.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"";"1945.09.01";"1945.09.01";"";"Gmina";"GMINA JAROCIN";"=""250854702""";"";"WIELKOPOLSKIE";"jarociński";"Jarocin";"szkoła/placówka wchodząca w skład jednostki złożonej";"131168";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ NR 4 W JAROCINIE";"735";"";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"74888";"=""000800456""";"=""5222516994""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. WŁADYSŁAWA BRONIEWSKIEGO W WARSZAWIE";"=""14""";"=""1465""";"=""1465128""";"=""0918784""";"=""20209""";"MAZOWIECKIE";"Warszawa";"Ursus";"Ursus";"dzielnica m.st. Warszawy";"ul. Walerego Sławka";"=""9""";"";"=""02-495""";"Warszawa";"=""226626780""";"";"sekretariat.sp4@eduwarszawa.pl";"www.sp4.warszawa.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"EWA GEREŁŁO";"1962.09.01";"1962.09.01";"";"Miasto na prawach powiatu";"DZIELNICA URSUS MIASTA STOŁECZNEGO WARSZAWY";"=""01525964000120""";"";"MAZOWIECKIE";"Warszawa";"Ursus";"samodzielna";"";"";"";"886";"boiska do koszykówki, boiska do piłki nożnej, bieżnie proste";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, sportowy";"";"";"";"";""
"13034";"=""450088503""";"=""7231358768""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. WŁADYSŁAWA BRONIEWSKIEGO W ZAMBROWIE";"=""20""";"=""2014""";"=""2014011""";"=""0957637""";"=""09186""";"PODLASKIE";"zambrowski";"Zambrów";"Zambrów";"miasto";"ul. Marii Konopnickiej";"=""13""";"";"=""18-300""";"Zambrów";"=""862714468""";"=""862714468""";"sekretariat@sp4.zambrow.pl";"sp4zambrow.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"RYSZARD ŚWIDERSKI";"1959.05.23";"1963.09.01";"";"Gmina";"MIASTO ZAMBRÓW";"=""450670261""";"=""7231622231""";"PODLASKIE";"zambrowski";"Zambrów";"samodzielna";"";"";"";"810";"boiska do piłki nożnej, bieżnie proste, skocznie, rzutnie, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki, rosyjski";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny, sportowy";"";"";"";"";""
"17335";"=""000708800""";"=""6911201723""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. WŁODZIMIERZA PUCHALSKIEGO W LEGNICY";"=""02""";"=""0262""";"=""0262011""";"=""0954047""";"=""16046""";"DOLNOŚLĄSKIE";"Legnica";"Legnica";"Legnica";"miasto";"ul. Piastowska";"=""3""";"";"=""59-220""";"Legnica";"=""767233103""";"";"sekretariat@sp4.legnica.eu";"www.sp4.legnica.eu";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"RENATA BIEŃKOWSKA";"1946.09.16";"1946.09.16";"";"Miasto na prawach powiatu";"GMINA LEGNICA";"=""390647251""";"";"DOLNOŚLĄSKIE";"Legnica";"Legnica";"samodzielna";"";"";"";"626";"bieżnie proste, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"41218";"=""000265201""";"=""8751185719""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. WOJSKA POLSKIEGO";"=""04""";"=""0404""";"=""0404011""";"=""0983066""";"=""03146""";"KUJAWSKO-POMORSKIE";"chełmiński";"Chełmno";"Chełmno";"miasto";"os. Marii Curie-Skłodowskiej";"=""16""";"";"=""86-200""";"Chełmno";"=""566760364""";"=""566760364""";"sp4@chelmno.pl";"www.sp4chelmno.edu.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"ANNA KORDOWSKA";"1962.09.03";"1962.09.03";"";"Gmina";"MIASTO CHEŁMNO";"=""871118483""";"";"KUJAWSKO-POMORSKIE";"chełmiński";"Chełmno";"samodzielna";"";"";"";"444";"";"angielski, hiszpański";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny";"";"";"";"";""
"26675";"=""000693776""";"=""6211777674""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. WOJSKA POLSKIEGO W KROTOSZYNIE";"=""30""";"=""3012""";"=""3012044""";"=""0936931""";"=""19830""";"WIELKOPOLSKIE";"krotoszyński";"Krotoszyn";"Krotoszyn";"miasto";"ul. Sienkiewicza";"=""9""";"";"=""63-700""";"Krotoszyn";"=""627252876""";"";"sp4@krotoszyn.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"IRENEUSZ NOWAK";"1965.09.01";"1965.09.01";"";"Gmina";"MIASTO I GMINA KROTOSZYN";"=""250854872""";"";"WIELKOPOLSKIE";"krotoszyński";"Krotoszyn";"samodzielna";"";"";"";"385";"boiska do siatkówki, bieżnie proste, skocznie, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Nie";"Nie";"Nie";"ogólnodostępny, sportowy";"";"";"";"";""
"69334";"=""330388394""";"=""6691087589""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. ZDOBYWCÓW KOSMOSU W KOSZALINIE";"=""32""";"=""3261""";"=""3261011""";"=""0949448""";"=""16742""";"ZACHODNIOPOMORSKIE";"Koszalin";"Koszalin";"Koszalin";"miasto";"ul. Podgórna";"=""45""";"";"=""75-321""";"Koszalin";"=""943431548""";"=""943431548""";"poczta@sp4koszalin.pl";"www.sp4koszalin.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"ANETTA KOPROWSKA";"1960.09.01";"1960.09.01";"";"Miasto na prawach powiatu";"GMINA MIASTO KOSZALIN";"=""330920802""";"";"ZACHODNIOPOMORSKIE";"Koszalin";"Koszalin";"samodzielna";"";"";"";"452";"boiska do piłki ręcznej, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Nie";"Nie";"Tak";"ogólnodostępny";"";"";"";"";""
"4831";"=""000261077""";"=""7651593884""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. ZDOBYWCÓW WAŁU POMORSKIEGO W WAŁCZU";"=""32""";"=""3217""";"=""3217011""";"=""0967245""";"=""00206""";"ZACHODNIOPOMORSKIE";"wałecki";"Wałcz";"Wałcz";"miasto";"ul. Aleja Tysiąclecia";"=""19""";"";"=""78-600""";"Wałcz";"=""672583796""";"=""672583796""";"sekretariat@sp4walcz.pl";"www.sp4walcz.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"IWONA URBANOWICZ";"1966.09.01";"1966.09.01";"";"Gmina";"GMINA MIEJSKA WAŁCZ";"=""570791483""";"";"ZACHODNIOPOMORSKIE";"wałecki";"Wałcz";"samodzielna";"";"";"";"567";"boiska do siatkówki, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Nie";"Tak";"ogólnodostępny, sportowy";"";"";"";"";""
"62601";"=""551255756""";"=""7582073235""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. ŻOŁNIERZA POLSKIEGO W OSTROŁĘCE";"=""14""";"=""1461""";"=""1461011""";"=""0966079""";"=""10765""";"MAZOWIECKIE";"Ostrołęka";"Ostrołęka";"Ostrołęka";"miasto";"ul. Legionowa";"=""17""";"";"=""07-401""";"Ostrołęka";"=""297691008""";"=""297691008""";"sekretariat@sp4.ostroleka.edu.pl";"sp4.ostroleka.edu.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"DARIUSZ BASTEK";"1918.09.01";"1918.09.01";"";"Miasto na prawach powiatu";"MIASTO OSTROŁĘKA";"=""550668410""";"=""7582142002""";"MAZOWIECKIE";"Ostrołęka";"Ostrołęka";"samodzielna";"";"";"";"210";"boiska do piłki nożnej, bieżnie proste, rzutnie, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Nie";"ogólnodostępny, specjalny";"";"";"";"";""
