DEPARTAMENTO,SECRETARIA,MUNICIPIO,CODIGO_DANE,NOMBRE_ESTABLECIMIENTO,SECTOR,CARACTER,CALENDARIO,DIRECCION,BARRIO_VEREDA,TELEFONO,EMAIL,RECTOR,TOTAL_MATRICULA,CANTIDAD_SEDES
Santander,SANTANDER,Molagavita,368468000688,C.E. EL BOSQUE,NO_OFICIAL,Académico,A,CL 6 4 12,CENTRO,6617487 -3112618068,edgarguillermonavas@hotmail.com,EDGAR GUILLERMO NAVAS ALTAMIRANO,6,1.0
Santander,PIEDECUESTA,Piedecuesta,368547000568,COLEGIO DE LA PRESENTACION,NO_OFICIAL,Académico,A,KR 6 5 50,HOYO CHIQUITO,6650066,contacto@colprespiedecuesta.edu.co,HNA. HERMINIA YANIRA CARRILLO FIGUEROA,1 623,1.0
Santander,PIEDECUESTA,Piedecuesta,368547000860,CENTRO DE ORIENTACION INFANTIL,NO_OFICIAL,No Aplica,A,KR 5 5 80,ALBANIA,6550003,esperanza.lopez@coi.edu.co,LAURA CECILIA HERRERA ROA,452,1.0
Santander,PIEDECUESTA,Piedecuesta,368547001017,COLEGIO JOSE IGNACIO ZABALA,NO_OFICIAL,Técnico/Academico,A,KR 10 9 70,SAN RAFAEL,6551434,col_joseignaciozabala2@hotmail.com,MARIA ISABEL ORDUZ QUINTERO,96,1.0
Santander,PIEDECUESTA,Piedecuesta,368547001254,COLEGIO PSICOPEDAGOGICO MAKARENKO,NO_OFICIAL,No Aplica,A,KR 16 13 04 CS 83 BR EL MOLINO,BARRIO MOLINO,6927254,colegiomakarenkopiedecuesta@gmail.com,CLUDIA LILIANA PAEZ,116,1.0
Santander,PIEDECUESTA,Piedecuesta,368547001271,COLEGIO DOMINGO SAVIO,NO_OFICIAL,Académico,A,CL 5 15 F 39,SAN CRISTOBAL,6551965,colegiodomingosavio1989@hotmail.com,MAYRA LIZBETH ORTIZ BECERRA,327,1.0
Santander,PIEDECUESTA,Piedecuesta,368547001289,COLEGIO JUAN JOSE RONDON,NO_OFICIAL,Académico,A,KR 15 A 3 57,SAN CRISTOBAL,6559471,colrondonpta@gmail.com,FABIOLA LOPEZ BELTRAN,377,1.0
Santander,PIEDECUESTA,Piedecuesta,368547001424,COLEGIO CAMPESTRE CELESTIN FREINET S.A.S,NO_OFICIAL,Técnico/Academico,A,IND LOTE 1 VEREDA LAS AMARILLAS ZONA SUBURBANA,VEREDA LAS AMARILLAS,6554991 - 3155772300,rectoriacolfreinet@gmail.com,FABIAN CAMILO GALLEGO GUTIERREZ,297,1.0
Santander,PIEDECUESTA,Piedecuesta,368547001441,COLEGIO PEQUEÑAS GOTITAS DE GENTE,NO_OFICIAL,No Aplica,A,CL 9 14 74,SAN RAFAEL,6557627,colgotitas@hotmail.com,EDAGAR ARTURO FUENTES SANDOVAL,124,1.0
Santander,PIEDECUESTA,Piedecuesta,368547001564,LICEO  MODERNO  JHON  DALTON,NO_OFICIAL,No Aplica,A,CL 4 3 21,LA TACHUELA,6076927898,liceomodernojhondalton@hotmail.com,CLAUDIA MILENA DURAN LANCHEROS,85,1.0
Santander,PIEDECUESTA,Piedecuesta,368547001581,COLEGIOS GENIOS DEL XXI,NO_OFICIAL,No Aplica,A,AV 6 17 04,BARRIO QUINTA GRANADA,6555689,colegiogenios@hotmail.com,LUZ STELLA SANDOVAL ROJAS,109,1.0
Santander,PIEDECUESTA,Piedecuesta,368547001599,COLEGIO JARDIN INFANTIL CHIQUITIERNOS,NO_OFICIAL,No Aplica,A,CL 4 4 141,BARRIO JUNIN II,6562707,colegiochiquitiernos@hotmail.com,FLOR GRACIELA COLMENARES DE BELTRAN,92,1.0
Santander,PIEDECUESTA,Piedecuesta,368547001653,INSTITUTO TECNICO EMPRESARIAL CRECER Y CONSTRUIR,NO_OFICIAL,Académico,A,CL 2 A 3 07,EL TRAPICHE,6554405,dereccion@creceryconstruir.edu.co,LIC. RUBIELA RAMÍREZ MÉNDEZ,450,1.0
Santander,PIEDECUESTA,Piedecuesta,368547001661,COLEGIO PEDAGÓGICO JOSSETTE JOLIBERT,NO_OFICIAL,No Aplica,A,KR 7 7 22,CENTRO,6784038,jossette.jolibert_institucional@outlook.es,NORA SANDRA GOMEZ OLIVO,126,1.0
Santander,PIEDECUESTA,Piedecuesta,368547001670,COLEGIO LUIS FIGUEROA REY,NO_OFICIAL,Técnico/Academico,A,KR 10 4 83,BARRIO EL CENTRO,6562484,secretarialuefir@gmail.com,YOLANDA INES BERMUDEZ PICO,190,1.0
Santander,PIEDECUESTA,Piedecuesta,368547001866,COLEGIO PIEDECUESTA INFANTIL,NO_OFICIAL,No Aplica,A,CL 7 19 04,LA COLINA CAMPESTRE,6542898-6553227,colegiopiedecuestainfantil@gmail.com,JEIMMY ANDREA VESGA ARANGO,97,1.0
Santander,PIEDECUESTA,Piedecuesta,368547001900,COLEGIO SOL NACIENTE,NO_OFICIAL,No Aplica,A,MZ H CS 9 SANTELMO 2,SAN TELMO II,6553404,colegiosolnacientepta@hotmail.com,PATRICIA RUBIANO PEREZ,79,1.0
Santander,PIEDECUESTA,Piedecuesta,368547001947,COLEGIO CENTRO PEDAGOGICO LA CANDELARIA,NO_OFICIAL,Académico,A,CL 12 7 54,BARRIO LA CANDELARIA,6556456,colcepeca@hotmail.com,HILDA MARIA MENDEZ DE RAMIREZ,122,1.0
Santander,PIEDECUESTA,Piedecuesta,368547001955,INST.  COLOMBO VENEZOLANO,NO_OFICIAL,Académico,A,CL 6 8 05,CENTRO,6563413,rectoria@cecove.edu.co,ALBERTO ANTONIO VALENCIA,357,1.0
Santander,PIEDECUESTA,Piedecuesta,368547001980,COLEGIO MI PEQUEÑO EMPERADOR,NO_OFICIAL,Académico,A,CL 5 6 41,LA PRESENTACION,6551029,directora@mipequenoemperador.com,ROSAURA SÁNCHEZ ORDOÑEZ,130,1.0
Santander,PIEDECUESTA,Piedecuesta,368547001998,COLEGIO MIS PRIMEROS SUEÑOS,NO_OFICIAL,No Aplica,A,KR 16 1 B 17,BARRIO SAN FRANCISCO,6076544145-3183624866,administrativa@colprim.com,ESPERANZA LOPEZ LANDAZABAL,122,1.0
Santander,PIEDECUESTA,Piedecuesta,368547002021,GIMNASIO JAIBANA,NO_OFICIAL,Académico,A,KR 9 VI PIEDECUESTA VEREDA MENSULI,VEREDA MENSULI,6541480,rectoria@gimnasiojaibana.edu.co,YURY MACIEL TORRES SALAZAR,138,1.0
Santander,PIEDECUESTA,Piedecuesta,368547002072,COLEGIO CIUDAD INFANTIL,NO_OFICIAL,,A,CL 3 15 C 34,SAN CRISTOBAL,3124157249,colciudadinfantil1995@hotmail.com,LUZ AMPARO NAVARRO ARDILA,18,1.0
Santander,PIEDECUESTA,Piedecuesta,368547002081,INSTITUTO PSICOPEDAGOGICO SAN LUIS GONZAGA,NO_OFICIAL,,A,KR 12 10 12,BARRIO SAN ANTONIO,6544984,ins.sanluisgonzaga@gmail.com,MAYRA HERMINIA VELANDIA BRICEÑO,116,1.0
Santander,PIEDECUESTA,Piedecuesta,368547002111,CENTRO DE DESARROLLO Y ESTIMULACION TEMPRANA AGORA,NO_OFICIAL,,A,MZ X CS 461,BARRIO PASEO CATALUÑA,6996958,hildarosaramirez@hotmail.com,HILDA ROSA RAMIREZ MENDEZ,67,1.0
Santander,PIEDECUESTA,Piedecuesta,368547002137,COLEGIO DIVINO SALVADOR,NO_OFICIAL,,A,CL 6 6 60,,,colegiodivinosalvador.piedecuesta@hotmail.com,HNA. YULI JHONARY DIAZ BUENO,126,1.0
Santander,PIEDECUESTA,Piedecuesta,368547002153,GIMNASIO CAMPESTRE BETEL,NO_OFICIAL,Académico,A,PARCELACION LA GRANADA,PARCELA GUANE,6042499,gimnasiobetel2010@hotmail.com,ANA PATRICIA ALMEYDA VERA,228,1.0
Santander,PIEDECUESTA,Piedecuesta,368547002170,ESCUELA PREMA SAI,NO_OFICIAL,,A,KR 7 10 40,BARRO BLANCO,3185952181,lugefur@yahoo.es,LUIS FERNANDO GUTIERREZ PITA,53,1.0
Santander,PIEDECUESTA,Piedecuesta,368547002188,GIMNASIO PEDAGOGICO SANTA MARIA MAGGIORE,NO_OFICIAL,,A,CL 4 8 36,,,colsantamariamaggiore@gmail.com,YORLEE MAURIN RUBIO PEREZ,114,1.0
Santander,PIEDECUESTA,Piedecuesta,368547002196,JARDÍN INFANTIL HAPPY HANDS,NO_OFICIAL,,A,CL 5 17 B 22,BARRIO QUINTA GRANADA,6552337,jardinhappyhandsofi@hotmail.com,LAURA MARCELA ANTOLINEZ DÍAZ,47,1.0
Santander,PIEDECUESTA,Piedecuesta,368547002200,JARDIN INFANTIL MONERIAS,NO_OFICIAL,,A,TV 1 G 5 02,BARRIO LA ARGENTINA,6559756,edgarcediel@hotmail.com,EDGAR AUGUSTO CEDIEL SALAZAR,66,1.0
Santander,SANTANDER,Puerto Wilches,368575001000,INSTITUTO CRISTIANO DE PROMOCION CAMPESINA ICPROC,NO_OFICIAL,Académico,A,CALLE 15A NO. 18-09 BARRIO BUENOS AIRES,BUENOS AIRES.,3124315188,fundacionicproc@icproc.org.co,ALEXANDER DIAZ OSORIO,164,1.0
Santander,SANTANDER,Puerto Wilches,368575001049,CORPORACION EDUCATIVA COLOMBIANA - CECOL,NO_OFICIAL,,A,KR 3 2 08,PRIMERO DE NOVIEMBRE,3183954986,director@cecol.edu.co,JAVIER HERNANDO VILLAMIZAR RUIZ,201,1.0
Santander,SANTANDER,Rionegro,368615800004,INSTITUTO EDUCATIVO JAHDAI,NO_OFICIAL,,A,CL 10 12 24,EL CENTRO,3138901544-3102970663,admon.iejahdai@mail.com,WILSON JAVIER HERRERA ARIAS,66,1.0
Santander,SANTANDER,Rionegro,368615800013,INSTITUTO PEDAGOGICO SAN MARINO,NO_OFICIAL,,A,IND CL 11 13 29,LA CRUZ,3172837025,ipedagogicosanmarino@gmail.com,NANCY ALVAREZ GAMBOA,34,1.0
Santander,SANTANDER,Rionegro,368615800021,COLEGIO ADVENTISTA LIBERTAD,NO_OFICIAL,,A,KR 10 8 28,EL ESPEJO,3154655474,coalrionegro@gmail.com,LUZ AYDA DELGADO QUINTERO,150,1.0
Santander,SANTANDER,Sabana de Torres,368655001261,COLEGIO SANTO ANGEL,NO_OFICIAL,Académico,A,CL 20 10 46,CARVAJAL,31733262652,colegiosantoangel97@gmail.com,ALVARO ANDRES MENDEZ CENTENO,196,1.0
Santander,SANTANDER,Sabana de Torres,368655001279,COLEGIO ADVENTISTA LIBERTAD,NO_OFICIAL,Académico,A,IND CL 16 N° 22A - 45,COMUNEROS,3155835699,coadventista@gmail.com,ROSA LEBY ARCHILA NARDEZ,356,1.0
Santander,SANTANDER,Sabana de Torres,368655001332,INSTITUTO COLOMBO VENEZOLANO,NO_OFICIAL,Académico,A,CL 10 8 46 <EOF>,GAITAN,3106956611,ISMAELURZOLA@GMAIL.COM,ISMAEL URZOLA ESQUINER,52,1.0
Santander,SANTANDER,Sabana de Torres,368655001350,COLEGIO DE LAS AMERICAS,NO_OFICIAL,Académico,A,KR 15 10 62,BUENOS AIRES,6293295-3123694620-3132840879,colamericas_sab@hotmail.com,NESTOR SARAVIA ORTIZ,236,1.0
Santander,SANTANDER,Sabana de Torres,368655800016,JARDIN LA CASITA DE LOS NIÑOS,NO_OFICIAL,,A,KR 18 14 122,ARGELIA,3208938818,lacasitadelosninos07@hotmail.com,TATIANA RANGEL CARRILLO,120,1.0
Santander,SANTANDER,San Gil,368679000010,INSTITUTO DE FORMACIÓN TÉCNICA - INFORTEC,NO_OFICIAL,Académico,A,KR 9 14 68,,723 52 67,ifvirtual@hotmail.com,GENNY MARCELA VARGAS ORDOÑEZ,279,1.0
Santander,SANTANDER,San Gil,368679000036,COLEGIO EL ROSARIO,NO_OFICIAL,Académico,A,KR 9 15 14,SAN ANTONIO,7242470,colrosangil@yahoo.es,HNA. JULIA OMAIRA RAMIREZ DUEÑAS,513,1.0
Santander,SANTANDER,San Gil,368679000419,COLEGIO COOPERATIVO,NO_OFICIAL,Técnico/Academico,A,IND KR 5 11 81,BARRIO SAN JUAN DE DIOS,7242211-3176481039,colcooperativosangil@gmail.com,WILLIAM ALFONSO CASTILLO CASTRO,365,1.0
Santander,SANTANDER,San Gil,368679000478,LICEO SUPERIOR RAFAEL POMBO,NO_OFICIAL,Académico,A,CL 15 NRO 6 71 <EOF>,CENTRO,3175050650,liceosuperiorrafaelpombo@gmail.com,MERCEDES ARDILA GOMEZ,562,1.0
Santander,SANTANDER,San Gil,368679000729,COLEGIO SANTA CRUZ DE LA NUEVA BAEZA,NO_OFICIAL,Académico,A,KR 2 CON CL 9,LOS ALMENDROS,7245656-7243940-3106801876,santacruzdelanuevabaeza@yahoo.es,GRACIELA PEREIRA DE GOMEZ,207,1.0
Santander,SANTANDER,San Gil,368679000761,CENTRO PREESCOLAR NIÑO JESUS DE BELEN,NO_OFICIAL,No Aplica,A,KR 4 11 08,SAN JUAN DE DIOS,7243551,fundeninobelen2@hotmail.com,LUZ DARY GUEVARA CHACON,22,1.0
Santander,SANTANDER,San Gil,368679000800,COLEGIO INFANTIL COLOMBIANITOS,NO_OFICIAL,No Aplica,A,KR 17 30 86,TERMINAL,7248002,colegiocolombianitos@hotmail.com,CAROLINA MORENO BELTRAN,198,1.0
Santander,SANTANDER,San Gil,368679000826,COLEGIO JUAN CALVINO,NO_OFICIAL,No Aplica,A,KR 9 14 71,MARIA AUXILIADORA,3177329874,Yacarri18@hotmail.com,YAMILE CALDERON ARRIETA,71,1.0
Santander,SANTANDER,San Gil,368679000834,COLEGIO NUEVO MILENIO,NO_OFICIAL,No Aplica,A,IND KR 8 N° 9-48,MARIA AUXILIADORA,7242642-315573639,,HUGO RANGEL GOMEZ,15,1.0
Santander,SANTANDER,San Gil,368679000882,COLEGIO PARA EL DESARROLLO INTEGRAL CODI,NO_OFICIAL,No Aplica,A,KR 18 16 A 30,VILLA OLIMPICA,7242958-3112114372,colegiocodi22@hotmail.com,SARA INES ARAQUE CARREÑO,73,1.0
Santander,SANTANDER,San Gil,368679000922,COLEGIO LICEO AMERICANO,NO_OFICIAL,No Aplica,A,IND CARRERA 8 N°13-17,CENTRO,7235826,liceoamericano@hotmail.com,MARTHA ELENA OVALLE,135,1.0
Santander,SANTANDER,San Gil,368679000931,INSTITUTO TECNICO PARA EL DESARROLLO RURAL IDEAR,NO_OFICIAL,Académico,A,CARRERA 9 # 13-07,CENTRO,7242543,idearsangil@gmail.com,PBRO. ROBINSON POVEDA RIVERA,54,1.0
Santander,SANTANDER,San Gil,368679000966,COLEGIO INFANTIL COLINA DE SUEÑOS,NO_OFICIAL,No Aplica,A,IND KR 10 # 15- 23,SAN ANTONIO,7244398,mayagao24@live.com,MARTHA YANETH GALVIS OCHOA,71,1.0
Santander,SANTANDER,San Gil,368679000982,CORPORACION TECNICA CEDEFOC,NO_OFICIAL,Académico,A,KR 8 16 33,SAN ANTONIO,7246797,CEDEFOC@HOTMAIL.COM,CESAR AUGUSTO QUIÑONEZ RUEDA,145,1.0
Santander,SANTANDER,San Gil,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENERAL SANTANDER,NO_OFICIAL,Académico,OTRO,KR 13 14 33,SAGRADA FAMILIA,7237589 -3102216453,corporacion1969@hotmail.com,JOSE GUILLERMO VARGAS CONTRERAS,1 961,1.0
Santander,SANTANDER,San Gil,368679001032,COLEGIO HORIZONTES,NO_OFICIAL,Académico,A,IND CALLE 5 # 12-21,TORRES DEL CASTILLO,3229582949,rector.colh@horizontesvirtual.com,HUMBERTO LIZCANO RUBIO,178,1.0
Santander,SANTANDER,San Gil,368679001041,COLEGIO CAMILO TORRES PARA JOVENES Y ADULTOS,NO_OFICIAL,Académico,A,KR 3 2 25,CENTRO,7240231,jemeace53@hotmail.com,JESUS MARIA MEJIA ACEVEDO,82,1.0
Santander,SANTANDER,San Gil,368679001059,GIMNASIO PEDAGOGICO COMFENALCO,NO_OFICIAL,No Aplica,A,CL 12 8 02,SAN GIL,3165768827-3124799984,eduformal@comfenalcosantander.com.co,VIVIANA KATERINE SERRANO SANTOS,389,1.0
Santander,SANTANDER,San Gil,368679001067,COLEGIO INFANTIL SEMILLITAS DEL FUTURO,NO_OFICIAL,,A,CL 28 7 B 46,CENTRO,7246104-3112640018,semillitas@hotmail.com,MARÍA EUGENIA MARTÍNEZ GRASS,78,1.0
Santander,SANTANDER,San Gil,368679001083,INSTITUCION EDUCATIVA LA ESPERANZA,NO_OFICIAL,Académico,A,IND CARRERA 9 N° 14-71,CENTRO,3182819492,williamsortizsuarez@hotmail.com,WILLIAMS ORTIZ SUAREZ,238,1.0
Santander,SANTANDER,San Gil,368679800016,COLEGIO ADVENTISTA LIBERTAD,NO_OFICIAL,,A,IND CARRERA 9 NO 18-37,EL VERGEL,3118714939,menfri23@yahoo.com colibers20@gmail.com,HERMENCIA CEPEDA SARMIENTO,158,1.0
Santander,SANTANDER,San Gil,368679800024,GIMNASIO SAN MIGUEL,NO_OFICIAL,,A,IND CALLE 8 # 7-07,FATIMA,3174699083- 7248747,liye_ac@hotmail.com,LISSETH YESENIA ACOSTA CHACON,54,1.0
Santander,SANTANDER,San Gil,368679800032,COLEGIO JARDÍN VERDE,NO_OFICIAL,,A,IND CALLE 8 # 7-76,FATIMA,7239730 - 3178748640,mgafs@hotmail.com,MANUEL GUILLERMO ALBERTO FORERO SALAZAR,35,1.0
Santander,SANTANDER,San Gil,368679800041,COLEGIO PSICOPEDAGOGICO LA NUEVA VILLA XXI,NO_OFICIAL,,A,CL 7 A 7 07,FATIMA,3208073665,colegiolanuevavilla@hotmail.com,LIZETH TATIANA RUEDA DUARTE,49,1.0
Santander,SANTANDER,San Gil,368679800050,JARDIN INFANTIL CASTILLO ENCANTADO,NO_OFICIAL,,A,CL 8 7 76,FATIMA,3233150878,jardincastilloencantado@gmail.com,CARLINA ESPINOSA PRIETO,20,1.0
Santander,SANTANDER,San Joaquín,368682000306,INSTITUTO TECNICO PARA EL DESARROLLO RURAL IDEAR,NO_OFICIAL,Académico,A,CENTRO,CENTRO,7242543,idearsangil@gmail.com,PBRO. ROBINSON POVEDA RIVERA,14,1.0
Santander,SANTANDER,San Vicente de Chucuri,368689003192,INSTITUTO CRISTIANO DE PROMOCION CAMPESINA ICPROC,NO_OFICIAL,Académico,A,CALLE 15A NO. 18-09 BARRIO BUENOS AIRES,BUENOS AIRES.,3124315188,rectoria@icproc.org.co,ALEXANDER DIAZ OSORIO,155,1.0
Santander,SANTANDER,Socorro,368755000351,LICEO SANTA TERESITA,NO_OFICIAL,Académico,A,CL 16 16 10,ANTONIA SANTOS,7272623-3173253333,liceosantateresitasocorro@gmail.com,LIBIA QUINTERO DE SIERRA,404,1.0
Santander,SANTANDER,Socorro,368755000636,COLEGIO SIGLO XXI,NO_OFICIAL,Académico,A,IND CALLE 13 N° 2 - IMPAR,HACIENDA AGUA BLANCA,3186365111,sigloxxischool@gmail.com,LAURA MARCELA SALAZAR SERRANO,370,1.0
Santander,SANTANDER,Socorro,368755000652,COL. LA BUENA SEMILLA,NO_OFICIAL,No Aplica,A,IND CARRERA 12 N° 6-26,UNIVERSITARIO,7272846-3164905620,colbuenasemilla@hotmail.com,DARYS LUCERO VILLARREAL PEREZ,382,1.0
Santander,SANTANDER,Socorro,368755000661,CENTRO DE ESTIMULACION PREESCOLAR PIRUETAS,NO_OFICIAL,No Aplica,A,IND CARRERA 12 N° 14-09,CENTRO,7275126-3156486597,centropiruetas2002@hotmail.com,ALBA CLEMENCIA GOMEZ SANTOS,47,1.0
Santander,SANTANDER,Socorro,368755000750,GIMNASIO PEDAGÓGICO COMFENALCO,NO_OFICIAL,No Aplica,A,KR 14 16 49,,3124801304,rectoria.gpc@comfenalcosantander.com.co,VIVIANA KATERINE SERRANO SANTOS,77,1.0
Santander,SANTANDER,Socorro,368755000814,COLEGIO JOSE A. MORALES,NO_OFICIAL,Académico,A,KR 1 CL 20 UNIVERSIDAD LIBRE CAMPUS MAJAVITA,CAMPUS MAJAVITA,3152901595,fundacionjoseamorales@gmail.com,MARCIAL RUEDA RAMIREZ,35,1.0
Santander,SANTANDER,Socorro,368755000849,INSTITUTO TECNICO COMUNERO-ITC,NO_OFICIAL,Académico,A,KR 12 14 09,MONASTERIO,7275896,institutotecnico_itc@hotmail.com,LUZ MERCEDES RUGELES GELVEZ,65,1.0
Santander,SANTANDER,Socorro,368755000865,COLEGIO MILITAR GENERAL SANTANDER,NO_OFICIAL,Académico,A,IND CALLE 5A # 6A PAR,SAN RAFAEL,7275232 3155457259,col.mil.generalsantandersocorro@hotmail.com,CRISANTO BOYACA LEON,151,1.0
Santander,SANTANDER,Socorro,368755000881,INSTITUTO PEDAGOGICO DE COLOMBIA-INSPEDCOL,NO_OFICIAL,Académico,OTRO,CL 13 15 55,SAN VICTORINO,3172301978,inspedcolsocorro@hotmail.com,ISABEL GALEANO TRASLAVIÑA,35,1.0
Santander,SANTANDER,Socorro,368755800004,GIMNASIO PEDAGOGICO MONTERREGGIO,NO_OFICIAL,,A,IND CALLE 15 N° 11-56,CENTRO,7274028-3163313738,mafe7205@hotmail.com,CLAUDIA PATRICIA SANTAMARIA QUINTERO,54,1.0
Santander,SANTANDER,Socorro,368755800012,CENTRO EDUCATIVO ANGELUS,NO_OFICIAL,,A,CL 11 11 18,LA PRESENTACION,,CENTROEDUCATIVOANGELUS@HOTMAIL.COM,ANDREA DEL PILAR RUEDA LEON,17,1.0
Santander,SANTANDER,Socorro,368755800021,GIMNASIO MODERNO LATINO,NO_OFICIAL,Académico,A,IND CR 10 NO 7 SUR - 80,TERRAZAS,3185313391-3212903245,gimnasiomodernolatino@gmail.com,SERGIO DANIEL QUIROGA FLOREZ,4 542,1.0
Santander,SANTANDER,Valle de San José,368855000277,I.E. SAN JOSE DEL VALLE,NO_OFICIAL,Académico,A,KR 6 3 07,LA PALMA,3134830451,iesanjosedelvalle@gmail.com,CLAUDIA PATRICIA SANTOS,122,1.0
Santander,SANTANDER,Vélez,368861000025,COLEGIO ISABEL VALBUENA CIFUENTES,OFICIAL,Académico,A,KR 4 8 21,CARRERA 4 NO. 8 - 21,7563269-3164711001-3164710995,colegioisabelvalbuenacifuentesvelez@santander.edu.co,CHRISTIAN RUBEN VARGAS RAMIREZ,835,2.0
Santander,SANTANDER,Vélez,368861001528,INSTITUTO PEDAGOGICO DE COLOMBIA - INSPEDCOL,NO_OFICIAL,Académico,A,KR 3 12 A 20,SAN LUIS,3172301978,inspedcol@hotmail.com,ISABEL GALEANO TRASLAVIÑA,73,1.0
Santander,SANTANDER,Vélez,368861001536,LICEO LIBRE,NO_OFICIAL,,A,IND KARRERA 4 N° 11-48,CENTRO,3105601525 - 3134044772,liceolibre@hotmail.com,LUIS ALEXANDER QUITIAN PEÑA,144,1.0
Santander,SANTANDER,Vélez,368861800005,COLEGIO MONTESQUIEU,NO_OFICIAL,,A,IND CARRERA 1 ESTE NUMERO 10 IMPAR,PALMIRA,3183866490,colegiomontesquie@gmail.com,LAURA VIVIANA CHACON ARCE,300,1.0
Santander,SANTANDER,Villanueva,368872000051,COLEGIO ELISEO PINILLA RUEDA,OFICIAL,Técnico/Academico,A,CRA 13  9-10,CARRERA 13  CALL 9-1,3165394856 - 3164214095 - 3166795120,colegioeliseopinillaruedavillanueva@santander.edu.co,IRVING HERNEY PINZON TAPIAS,1 175,14.0
Santander,SANTANDER,Villanueva,368872000248,INSTITUTO FOIN CAMBRIGDE,NO_OFICIAL,Académico,A,IND CALLE 15 #8 LOTE 1,EL JARDIN,3114816240,Foincambridgeschool@gmail.com,YEIMMY ALEJANDRA ALVAREZ ALVAREZ,40,1.0
Santander,SANTANDER,Villanueva,368872800007,INSTITUTO PEDAGOGICO GEO VON LENGUERKE,NO_OFICIAL,,A,KR 14 16 10,,3185451552,INSTITUTOGEOVONLENGUERKE@GMAIL.COM,LIDIA MARCELA PEREIRA PPORRAS,55,1.0
Santander,SANTANDER,Zapatoca,368895000679,COLEGIO SAGRADO CORAZÓN DE JESÚS,NO_OFICIAL,Técnico,A,CL 22 9 54,JESUS NAZARRENO,6252948- 3115815464,rectoria@sagradocorazonsf.edu.co secretaria@sagradocorazonsf.edu.co,RDO NELSON EDUARDO AGUILLON RAMIREZ,261,1.0
Sucre,SINCELEJO,Sincelejo,370001000014,CENTRO EDUCATIVO CELESTIN FREINETT,NO_OFICIAL,No Aplica,A,KR 16 15 A 132,PUERTO ESCONDIDO,2712783-3114144137,anagrisalda@hotmail.com,ANA GRISALDA CASTRO RODRIGUEZ,113,1.0
Sucre,SINCELEJO,Sincelejo,370001000022,CENTRO EDUCATIVO GIMNASIO DEL SUR,NO_OFICIAL,No Aplica,A,CL 40 B 14 E 38,VILLA MADYY,2746731-3008587017,gimsur2017@gmail.com,SOLEDAD DEL CARMEN OSPINO PEREZ,200,1.0
Sucre,SINCELEJO,Sincelejo,370001000057,COLEGIO NUESTRA SEÑORA DE LAS MERCEDES,NO_OFICIAL,Académico,A,CL 38 33 210,CARRET TRONCAL DE OCCIDENTE,2800800,colmercedes@colmercedes.edu.co,HNA. ENA CENITH GARCES GOMEZ,1 293,1.0
Sucre,SINCELEJO,Sincelejo,370001000090,CENTRO EDUCATIVO PEDAGOGICO DEL CAUCA,NO_OFICIAL,No Aplica,A,CL 25 24 29,CALLE EL CAUCA,2826754-3003825647,luciatoscanorodriguez@hotmail.com,LUCIA TOSCANO RODRIGUEZ,87,1.0
Sucre,SINCELEJO,Sincelejo,370001000103,CENTRO EDUCATIVO GIMNASIO INTEGRAL DE LA SABANA,NO_OFICIAL,No Aplica,A,CL 36 16 32,LAS MERCEDES,3126335152 - 2824547,gimsabanas@yahoo.es,LUCY ESTHER MONTERROSA,195,1.0
Sucre,SINCELEJO,Sincelejo,370001000111,CENTRO EDUCATIVO DESPERTAR DE MI TALENTO,NO_OFICIAL,No Aplica,A,CL 32 A 13 40,SAN VICENTE,3126243849,jidespertardemitalento@hotmail.com,YISETH PATERNINA RODRIGUEZ,164,1.0
Sucre,SINCELEJO,Sincelejo,370001000120,CENTRO EDUCATIVO SAN RAFAEL,NO_OFICIAL,No Aplica,A,KR 19 27 A 58,AV. ALFONSO LOPEZ-CALLE COREA,3046516271,rotaflo13@gmail.com alianmejiay@gmail.com,ROSARIO TAMARA FLOREZ,116,1.0
Sucre,SINCELEJO,Sincelejo,370001000600,INSTITUCION EDUCATIVA BOSQUES DE LEON,NO_OFICIAL,Académico,A,KR 23 18 57,CHARCONCITO,2820340-2765550,centroeducativo.lp@gmail.com,GUILLERMO JOSE RODRIGUEZ MERCADO,513,1.0
Sucre,SINCELEJO,Sincelejo,370001001037,KINDER TIA ENY,NO_OFICIAL,No Aplica,A,KR 19 A 16 28,FORD,2825818-3135988048,centroeducativotiaeny1@hotmail.com,BLANCA JULIO RODRIGUEZ,72,1.0
Sucre,SINCELEJO,Sincelejo,370001001355,INSTITUCION EDUCATIVA BETHEL,NO_OFICIAL,Académico,A,CL 32 15 148,AV. ALFONSO LOPEZ,2824901-3116654659,bethelsincelejo@hotmail.com secretaria@bethelsincelejo.edu.co,NOEMI ESTER PERALTA HERNANDEZ,1 186,1.0
Sucre,SINCELEJO,Sincelejo,370001001649,CENTRO EDUCATIVO EL PARAISO,NO_OFICIAL,No Aplica,A,KR 17 13 138,EL PARAISO,2824153-2824764-3168216592,centroeducativoelparaiso@hotmail.com,DIANA CAROLINA RAMIREZ SOTOMAYOR,298,1.0
