An,Judet PJ,Localitate PJ,Cod SIRUTA PJ,Mediu loc. PJ,Cod SIIIR PJ,Denumire PJ,Localitate unitate,Cod SIRUTA unitate,Mediu loc. unitate,Cod SIRUES,Cod SIIIR unitate,Denumire scurta unitate,Denumire lunga unitate,Tip unitate,Statut unitate,Cod fiscal,Mod functionare,Forma finantare,Forma proprietate,Strada,Numar,Cod postal,Telefon,Fax,Email
2025-2026,SV,BOSANCI,147143,RURAL,3361104083,ȘCOALA GIMNAZIALĂ BOSANCI,BOSANCI,147143,RURAL,,3362107588,ȘCOALA PRIMARĂ BOSANCI,ȘCOALA PRIMARĂ BOSANCI,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,Unirii,45,727045,0230527008,0230527004,sg_bosanci@isj.sv.edu.ro
2025-2026,SV,BOSANCI,147143,RURAL,3361104083,ȘCOALA GIMNAZIALĂ BOSANCI,CUMPĂRĂTURA,147152,RURAL,,3362107561,ȘCOALA PRIMARĂ CUMPĂRĂTURA,ȘCOALA PRIMARĂ CUMPĂRĂTURA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Calea Fălticeni,45,727046,0230522010,0230527004,sg_bosanci@isj.sv.edu.ro
2025-2026,SV,BRODINA,147250,RURAL,3361102823,ȘCOALA GIMNAZIALĂ BRODINA,BRODINA DE JOS,147269,RURAL,,3362106126,ȘCOALA PRIMARĂ BRODINA DE JOS,ȘCOALA PRIMARĂ BRODINA DE JOS,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Calea Valea Brodinei,71,727060,0230574217,0230574217,sg_brodina@isj.sv.edu.ro
2025-2026,SV,BRODINA,147250,RURAL,3361102823,ȘCOALA GIMNAZIALĂ BRODINA,SADĂU,147330,RURAL,,3362106067,ȘCOALA PRIMARĂ SADĂU,ȘCOALA PRIMARĂ SADĂU,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Preot Ilie Corduban,40,727060,0230574217,0230574217,sg_brodina@isj.sv.edu.ro
2025-2026,SV,BROŞTENI,147367,URBAN,3361103313,"LICEUL TEHNOLOGIC ""NICOLAI NANU"" BROȘTENI",DÂRMOXA,147385,RURAL,,3362105541,ȘCOALA PRIMARĂ DÂRMOXA,ȘCOALA PRIMARĂ DÂRMOXA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,FS,FN,727077,0769807263,0230549783,lt_nicolai_nanu_brosteni@isj.sv.edu.ro
2025-2026,SV,BUDENI,148024,RURAL,3361103625,ȘCOALA GIMNAZIALĂ BUDENI,POIENARI,148051,RURAL,,3362105731,ȘCOALA PRIMARĂ POIENARI,ȘCOALA PRIMARĂ POIENARI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,FN,727174,0740496300,0230571471,sg_budeni@isj.sv.edu.ro
2025-2026,SV,BUDENI,148024,RURAL,3361103625,ȘCOALA GIMNAZIALĂ BUDENI,SILIŞTEA NOUĂ,148079,RURAL,687999,3362105292,ȘCOALA PRIMARĂ SILIȘTEA,ȘCOALA PRIMARĂ SILIȘTEA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,FN,727177,0740496300,0230571471,sg_budeni@isj.sv.edu.ro
2025-2026,SV,BUNEŞTI,147474,RURAL,3361103851,"ȘCOALA GIMNAZIALĂ ""ARTUR GOROVEI"" BUNEȘTI",UNCEŞTI,147517,RURAL,,3362102452,ȘCOALA PRIMARĂ UNCEȘTI,ȘCOALA PRIMARĂ UNCEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principală,47,727094,0230549005,0230549005,sg_artur_gorovei_bunesti@isj.sv.edu.ro
2025-2026,SV,BĂIŞEŞTI,147802,RURAL,3361103616,ȘCOALA GIMNAZIALĂ BĂIȘEȘTI,BRĂIEŞTI,147811,RURAL,,3362105446,ȘCOALA PRIMARĂ BRĂIEȘTI,ȘCOALA PRIMARĂ BRĂIEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Școlii, 101,727142,0230574016,0230574016,sg_baisesti@isj.sv.edu.ro
2025-2026,SV,BĂIŞEŞTI,147802,RURAL,3361103616,ȘCOALA GIMNAZIALĂ BĂIȘEȘTI,DUMBRAVA,147820,RURAL,,3362102122,ȘCOALA PRIMARĂ DUMBRAVA,ȘCOALA PRIMARĂ DUMBRAVA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principală,69,727143,0230574016,0230574016,sg_baisesti@isj.sv.edu.ro
2025-2026,SV,BĂIŞEŞTI,147802,RURAL,3361103616,ȘCOALA GIMNAZIALĂ BĂIȘEȘTI,PĂISENI,147839,RURAL,,3362102131,ȘCOALA PRIMARĂ ”IOAN GROSARU” PĂISENI,ȘCOALA PRIMARĂ ”IOAN GROSARU” PĂISENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,29,727144,0230574044,0230574044,sg_baisesti@isj.sv.edu.ro
2025-2026,SV,BĂLCĂUŢI,147009,RURAL,3361103711,ȘCOALA GIMNAZIALĂ BĂLCĂUȚI,GROPENI,147018,RURAL,,3362106994,ȘCOALA PRIMARĂ GROPENI,ȘCOALA PRIMARĂ GROPENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principală,FN,727026,0230280115,0230280115,sg_balcauti@isj.sv.edu.ro
2025-2026,SV,BĂNEŞTI,148471,RURAL,3361103105,"ȘCOALA GIMNAZIALĂ ""M. EMINESCU"" BĂNEȘTI",STAMATE,148505,RURAL,,3362101632,ȘCOALA PRIMARĂ NR. 1 STAMATE,ȘCOALA PRIMARĂ NR. 1 STAMATE,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principală,934,727232,0230237476,0230237476,sg_mihai_eminescu_banesti@isj.sv.edu.ro
2025-2026,SV,CALAFINDEŞTI,147599,RURAL,3361103521,ȘCOALA GIMNAZIALĂ CALAFINDEȘTI,BOTOŞANIŢA MARE,147606,RURAL,,3362106524,ȘCOALA PRIMARĂ BOTOȘENIȚA MARE,ȘCOALA PRIMARĂ BOTOȘENIȚA MARE,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,FN,727105,0230573719,0230573719,sg_calafindesti@isj.sv.edu.ro
2025-2026,SV,DOLHEŞTII-MARI,148104,RURAL,3361108119,"ȘCOALA GIMNAZIALĂ ""HATMANUL ȘENDREA"" DOLHEȘTII MARI",VALEA BOUREI,148122,RURAL,,3362101763,ȘCOALA PRIMARĂ VALEA BOUREI,ȘCOALA PRIMARĂ VALEA BOUREI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principală,251A,727182,0330196934,0330196933,sg_hatmanul_sendrea_dolhestii_mari@isj.sv.edu.ro
2025-2026,SV,DRĂGOIEŞTI,148364,RURAL,3361108146,ȘCOALA GIMNAZIALĂ DRĂGOIEȘTI,MĂZĂNĂEŞTI,148337,RURAL,,3362101695,ȘCOALA PRIMARĂ MĂZĂNĂEȘTI,ȘCOALA PRIMARĂ MĂZĂNĂEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,203,727219,0230572938,0230572917,sg_dragoiesti@isj.sv.edu.ro
2025-2026,SV,DUMBRĂVENI,148435,RURAL,3361100224,"LICEUL TEHNOLOGIC ""MIHAI EMINESCU"" DUMBRĂVENI",DUMBRĂVENI,148435,RURAL,,3362106465,ȘCOALA PRIMARĂ NR. 1 DUMBRĂVENI,ȘCOALA PRIMARĂ NR. 1 DUMBRĂVENI,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,Ștefan cel Mare,133,727225,0230535014,0230535014,lt_mihai_eminescu_dumbraveni@isj.sv.edu.ro
2025-2026,SV,DUMBRĂVENI,148435,RURAL,3361100224,"LICEUL TEHNOLOGIC ""MIHAI EMINESCU"" DUMBRĂVENI",DUMBRĂVENI,148435,RURAL,,3362106456,ȘCOALA PRIMARĂ NR. 2 DUMBRĂVENI,ȘCOALA PRIMARĂ NR. 2 DUMBRĂVENI,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,Ciprian Porumbescu,48,727225,0230535014,0230535014,lt_mihai_eminescu_dumbraveni@isj.sv.edu.ro
2025-2026,SV,DUMBRĂVENI,148435,RURAL,3361100224,"LICEUL TEHNOLOGIC ""MIHAI EMINESCU"" DUMBRĂVENI",SĂLĂGENI,148444,RURAL,,3362106474,ȘCOALA PRIMARĂ SĂLĂGENI,ȘCOALA PRIMARĂ SĂLĂGENI,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,Dimitri Cantemir,43,727226,0230535014,0230535014,lt_mihai_eminescu_dumbraveni@isj.sv.edu.ro
2025-2026,SV,FRUMOSU,148738,RURAL,3361108309,"ȘCOALA GIMNAZIALĂ ""ION ȘUHANE"" FRUMOSU",FRUMOSU,148738,RURAL,,3362105785,ȘCOALA PRIMARĂ FRUMOSU,ȘCOALA PRIMARĂ FRUMOSU,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principală,479,727260,0230576320,0230576365,sg_ion_suhane_frumosu@isj.sv.edu.ro
2025-2026,SV,FRĂTĂUŢII VECHI,148701,RURAL,3361104178,ȘCOALA GIMNAZIALĂ FRĂTĂUȚII VECHI,FRĂTĂUŢII VECHI,148701,RURAL,,3362101356,ȘCOALA PRIMARĂ ”L.V. IONESI” FRĂTĂUȚII VECHI,"ȘCOALA PRIMARĂ ""LIVIU V. IONESI"" FRĂTĂUȚII VECHI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,FN,727255,0230411530,0230411530,sg_fratautii_vechi@isj.sv.edu.ro
2025-2026,SV,GRĂMEŞTI,148925,RURAL,3361107959,"ȘCOALA GIMNAZIALĂ ""PAHOMIE C. VASILIU"" GRĂMEȘTI",BĂLINEŞTI,148934,RURAL,,3362107751,ȘCOALA PRIMARĂ BĂLINEȘTI,ȘCOALA PRIMARĂ BĂLINEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,FN,727286,0230569960,0230569960,sg_pahomie_c_vasiliu_gramesti@isj.sv.edu.ro
2025-2026,SV,GRĂNICEŞTI,148989,RURAL,3361103114,"ȘCOALA GIMNAZIALĂ ""MIHAIL SADOVEANU"" GRĂNICEȘTI",DUMBRAVA,148998,RURAL,,3362107475,ȘCOALA PRIMARĂ DUMBRAVA,ȘCOALA PRIMARĂ DUMBRAVA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,FS,99,727291,0230414504,0230414504,sg_mihail_sadoveanu_granicesti@isj.sv.edu.ro
2025-2026,SV,GRĂNICEŞTI,148989,RURAL,3361103114,"ȘCOALA GIMNAZIALĂ ""MIHAIL SADOVEANU"" GRĂNICEȘTI",IACOBEŞTI,149012,RURAL,,3362107516,ȘCOALA PRIMARĂ IACOBEȘTI,ȘCOALA PRIMARĂ IACOBEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,FS,5,727293,0230414504,0230414504,sg_mihail_sadoveanu_granicesti@isj.sv.edu.ro
2025-2026,SV,GRĂNICEŞTI,148989,RURAL,3361103114,"ȘCOALA GIMNAZIALĂ ""MIHAIL SADOVEANU"" GRĂNICEȘTI",SLOBOZIA SUCEVEI,149030,RURAL,,3362107493,ȘCOALA PRIMARĂ SLOBOZIA SUCEVEI,ȘCOALA PRIMARĂ SLOBOZIA SUCEVEI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,FS,76,727296,0230414504,0230414504,sg_mihail_sadoveanu_granicesti@isj.sv.edu.ro
2025-2026,SV,GURA HUMORULUI,146593,URBAN,3361103082,ȘCOALA GIMNAZIALĂ NR. 1 GURA HUMORULUI,GURA HUMORULUI,146593,URBAN,,3362107724,ȘCOALA PRIMARĂ BOURENI,ȘCOALA PRIMARĂ BOURENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,BOURENI,34,725300,0230235321,0230235329,sg_nr_1_gh@isj.sv.edu.ro
2025-2026,SV,GĂLĂNEŞTI,148881,RURAL,3361103028,"ȘCOALA GIMNAZIALĂ ""SAMSON BODNĂRESCU"" GĂLĂNEȘTI",HURJUIENI,148890,RURAL,,3362104671,ȘCOALA PRIMARĂ HURJUIENI,ȘCOALA PRIMARĂ HURJUIENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,FS,163,727281,0230412363,0230412363,sg_samson_bodnarescu_galanesti@isj.sv.edu.ro
2025-2026,SV,HORODNICENI,149058,RURAL,3361103955,ȘCOALA GIMNAZIALĂ ”MARIA CANTACUZINO” HORODNICENI,BRĂDĂŢEL,149076,RURAL,,3362104481,ȘCOALA PRIMARĂ BRĂDĂȚEL,ȘCOALA PRIMARĂ BRĂDĂȚEL,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Pinului,205,727312,0230573517,0230573517,sg_horodniceni@isj.sv.edu.ro
2025-2026,SV,HÂRTOP,150016,RURAL,3361103973,ȘCOALA GIMNAZIALĂ HÂRTOP,HÂRTOP,150016,RURAL,,3362106714,ȘCOALA PRIMARĂ HÂRTOP,ȘCOALA PRIMARĂ HÂRTOP,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,FN,727449,0372726980,0372255570,sg_hartop@isj.sv.edu.ro
2025-2026,SV,HĂNŢEŞTI,146851,RURAL,3361102954,"ȘCOALA GIMNAZIALĂ ""MIHAI HALUNGA"" HĂNȚEȘTI",BEREŞTI,146824,RURAL,,3362101288,ȘCOALA PRIMARĂ BEREȘTI,ȘCOALA PRIMARĂ BEREȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Școlii,5,727007,0230569076,0230569146,sg_mihai_halunga_hantesti@isj.sv.edu.ro
2025-2026,SV,HĂNŢEŞTI,146851,RURAL,3361102954,"ȘCOALA GIMNAZIALĂ ""MIHAI HALUNGA"" HĂNȚEȘTI",HĂNŢEŞTI,146851,RURAL,,3362101302,ȘCOALA PRIMARĂ HĂNȚEȘTI_VALE,ȘCOALA PRIMARĂ HĂNȚEȘTI VALE,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Valea Mare,168,727011,0230569182,0230569146,sg_mihai_halunga_hantesti@isj.sv.edu.ro
2025-2026,SV,IPOTEŞTI,146290,RURAL,3361103394,ȘCOALA GIMNAZIALĂ IPOTEȘTI,IPOTEŞTI,146290,RURAL,,3362105984,ȘCOALA PRIMARĂ IPOTEȘTI,ȘCOALA PRIMARĂ IPOTEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Ștefan cel Mare,152,727325,0230525502,0230525502,sg_ipotesti@isj.sv.edu.ro
2025-2026,SV,IZVOARELE SUCEVEI,149192,RURAL,3361107914,"ȘCOALA GIMNAZIALĂ ""ION AFLOREI"" IZVOARELE SUCEVEI",BOBEICA,149209,RURAL,,3362106759,ȘCOALA PRIMARĂ BOBEICA,ȘCOALA PRIMARĂ BOBEICA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Huțulilor,67,727331,0230575969,0230575970,sg_izvoarele_sucevei@isj.sv.edu.ro
2025-2026,SV,IZVOARELE SUCEVEI,149192,RURAL,3361107914,"ȘCOALA GIMNAZIALĂ ""ION AFLOREI"" IZVOARELE SUCEVEI",BRODINA,149218,RURAL,689210,3362106741,ȘCOALA PRIMARĂ SALAȘ,ȘCOALA PRIMARĂ SALAȘ,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Salaș,85,727332,0230575970,0230575970,sg_izvoarele_sucevei@isj.sv.edu.ro
2025-2026,SV,IZVOARELE SUCEVEI,149192,RURAL,3361107914,"ȘCOALA GIMNAZIALĂ ""ION AFLOREI"" IZVOARELE SUCEVEI",IZVOARELE SUCEVEI,149192,RURAL,689193,3362106818,ȘCOALA PRIMARĂ BUC,ȘCOALA PRIMARĂ BUC,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Buc,46,727330,0230575970,0230575970,sg_izvoarele_sucevei@isj.sv.edu.ro
2025-2026,SV,IZVOARELE SUCEVEI,149192,RURAL,3361107914,"ȘCOALA GIMNAZIALĂ ""ION AFLOREI"" IZVOARELE SUCEVEI",IZVOARELE SUCEVEI,149192,RURAL,689181,3362106786,ȘCOALA PRIMARĂ CUNUNA,ȘCOALA PRIMARĂ CUNUNA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,86,727330,0230575970,0230575970,sg_izvoarele_sucevei@isj.sv.edu.ro
2025-2026,SV,IZVOARELE SUCEVEI,149192,RURAL,3361107914,"ȘCOALA GIMNAZIALĂ ""ION AFLOREI"" IZVOARELE SUCEVEI",IZVOARELE SUCEVEI,149192,RURAL,,3362106827,ȘCOALA PRIMARĂ PLOSCII,ȘCOALA PRIMARĂ PLOSCII,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Ploscii,241,727330,0230575970,0230575970,sg_izvoarele_sucevei@isj.sv.edu.ro
2025-2026,SV,LITENI,149236,URBAN,3361107923,"LICEUL TEORETIC ""IORGU VÂRNAV LITEANU"" LITENI",CORNI,149245,RURAL,,3362106578,ȘCOALA PRIMARĂ CORNI,ȘCOALA PRIMARĂ CORNI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,FS,209A,727336,0230535725,0230535725,lt_iorgu_virnav_liteanu_liteni@isj.sv.edu.ro
2025-2026,SV,LITENI,149236,URBAN,3361107923,"LICEUL TEORETIC ""IORGU VÂRNAV LITEANU"" LITENI",ROTUNDA,149263,RURAL,,3362102407,ȘCOALA PRIMARĂ ROTUNDA,ȘCOALA PRIMARĂ ROTUNDA,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,Poiana,FN,727338,0230535725,0230535725,lt_iorgu_virnav_liteanu_liteni@isj.sv.edu.ro
2025-2026,SV,LITENI,149236,URBAN,3361107923,"LICEUL TEORETIC ""IORGU VÂRNAV LITEANU"" LITENI",SILIŞTEA,149272,RURAL,,3362106542,ȘCOALA PRIMARĂ SILIȘTEA,ȘCOALA PRIMARĂ SILIȘTEA,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,FS,237 A,727339,0230535725,0230535725,lt_iorgu_virnav_liteanu_liteni@isj.sv.edu.ro
2025-2026,SV,MITOCU DRAGOMIRNEI,146334,RURAL,3361100233,ȘCOALA GIMNAZIALĂ MITOCU DRAGOMIRNEI,LIPOVENI,146352,RURAL,,3362105039,ȘCOALA PRIMARĂ LIPOVENI,ȘCOALA PRIMARĂ LIPOVENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Sakalenți,FN,727367,0230533790,0374092994,sg_mitocu_dragomirnei@isj.sv.edu.ro
2025-2026,SV,MITOCU DRAGOMIRNEI,146334,RURAL,3361100233,ȘCOALA GIMNAZIALĂ MITOCU DRAGOMIRNEI,MITOCAŞI,146361,RURAL,,3362105012,"ȘCOALA PRIMARĂ ""ION CREANGĂ"" MITOCAȘI","ȘCOALA PRIMARĂ ""ION CREANGĂ"" MITOCAȘI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Prof. Ion Creangă,FN,727365,0230533790,0374092994,sg_mitocu_dragomirnei@isj.sv.edu.ro
2025-2026,SV,MOLDOVA-SULIŢA,149511,RURAL,3361100079,ȘCOALA GIMNAZIALĂ MOLDOVA SULIȚA,BENIA,149520,RURAL,,3362105609,ȘCOALA PRIMARĂ BENIA,ȘCOALA PRIMARĂ BENIA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Calea Moldovei,64,727381,0230572223,0230572223,sg_moldova_sulita@isj.sv.edu.ro
2025-2026,SV,ONICENI,148569,RURAL,3361103132,ȘCOALA GIMNAZIALĂ ONICENI,BOURA,148541,RURAL,,3362101487,ȘCOALA PRIMARĂ BOURA,ȘCOALA PRIMARĂ BOURA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principală,1,727237,0230536790,0230536790,sg_oniceni@isj.sv.edu.ro
2025-2026,SV,PANACI,149691,RURAL,3361103937,ȘCOALA GIMNAZIALĂ PANACI,COVERCA,149717,RURAL,,3362106361,ȘCOALA PRIMARĂ COVERCA,ȘCOALA PRIMARĂ COVERCA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,33,727407,0230576517,0230252346,sg_panaci@isj.sv.edu.ro
2025-2026,SV,PLEŞEŞTI,151166,RURAL,3361103471,"ȘCOALA GIMNAZIALĂ ""CONSTANTIN TOMESCU"" PLEȘEȘTI",GIURGEŞTI,151175,RURAL,,3362100554,ȘCOALA PRIMARĂ GIURGEȘTI,ȘCOALA PRIMARĂ GIURGEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,130,727621,0330803267,0330803267,sg_constantin_tomescu_plesesti@isj.sv.edu.ro
2025-2026,SV,PLEŞEŞTI,151166,RURAL,3361103471,"ȘCOALA GIMNAZIALĂ ""CONSTANTIN TOMESCU"" PLEȘEȘTI",OSOI,151219,RURAL,,3362100509,ȘCOALA PRIMARĂ OSOI,ȘCOALA PRIMARĂ OSOI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,131,727626,0330803267,0330803267,sg_constantin_tomescu_plesesti@isj.sv.edu.ro
2025-2026,SV,PLOPENI,146405,URBAN,3361104029,ȘCOALA GIMNAZIALĂ ”CRISTOFOR SIMIONESCU” PLOPENI,MERENI,146398,URBAN,,3362104843,ȘCOALA PRIMARĂ ”DIACONU CONSTANTIN” MERENI,ȘCOALA PRIMARĂ ”DIACONU CONSTANTIN” MERENI,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,Dobroaia,2A,727476,0230529886,0230529886,sg_plopeni@isj.sv.edu.ro
2025-2026,SV,POIANA STAMPEI,149860,RURAL,3361103281,ȘCOALA GIMNAZIALĂ POIANA STAMPEI,DORNIŞOARA,149888,RURAL,,3362104427,ȘCOALA PRIMARĂ DORNIȘOARA,ȘCOALA PRIMARĂ DORNIȘOARA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,FS,FN,727432,0230575010,0230575010,sg_poiana_stampei@isj.sv.edu.ro
2025-2026,SV,PÂRTEŞTII DE JOS,149799,RURAL,3361103806,"LICEUL TEHNOLOGIC ""NICANOR MOROȘAN"" PÂRTESTII DE JOS",PÂRTEŞTII DE JOS,149799,RURAL,,3362107344,ȘCOALA PRIMARĂ RODINA,ȘCOALA PRIMARĂ RODINA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,FS,609,727425,0230237118,0230237118,lt_nicanor_morosan_partestii_de_jos@isj.sv.edu.ro
2025-2026,SV,PĂLTINOASA,149762,RURAL,3361103227,ȘCOALA GIMNAZIALĂ PĂLTINOASA,PĂLTINOASA,149762,RURAL,,3362104273,ȘCOALA PRIMARĂ ȚÎMPOCENI,ȘCOALA PRIMARĂ ȚÎMPOCENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Țîmpoceni,80,727416,0230230124,0230230124,sg_paltinoasa@isj.sv.edu.ro
2025-2026,SV,RÂŞCA,150123,RURAL,3361100061,ȘCOALA GIMNAZIALĂ RÂȘCA,BUDA,150132,RURAL,,3362101035,ȘCOALA PRIMARĂ NR. 2 RÂȘCA,ȘCOALA PRIMARĂ NR. 2 RÂȘCA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Petru Rareș,72,727466,0230570825,0230570855,sg_rasca@isj.sv.edu.ro
2025-2026,SV,RÂŞCA,150123,RURAL,3361100061,ȘCOALA GIMNAZIALĂ RÂȘCA,RÂŞCA,150123,RURAL,,3362101017,ȘCOALA PRIMARĂ NR. 3 RÂȘCA,ȘCOALA PRIMARĂ NR. 3 RÂȘCA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Școlii,15,727465,0230570825,0230570855,sg_rasca@isj.sv.edu.ro
2025-2026,SV,RÂŞCA,150123,RURAL,3361100061,ȘCOALA GIMNAZIALĂ RÂȘCA,SLĂTIOARA,150169,RURAL,,3362101044,ȘCOALA PRIMARĂ BUDA,ȘCOALA PRIMARĂ BUDA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Petru Rareș,7,727469,0230570825,0230570855,sg_rasca@isj.sv.edu.ro
2025-2026,SV,SOLCA,146717,URBAN,3361103186,"LICEUL TEHNOLOGIC ""TOMȘA VODĂ"" SOLCA",SOLCA,146717,URBAN,,3362107127,ȘCOALA PRIMARĂ RACOVA,ȘCOALA PRIMARĂ RACOVA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,DN 2E,FN,725600,0230477320,0230477320,lt_tomsa_voda_solca@isj.sv.edu.ro
2025-2026,SV,STROIEŞTI,150329,RURAL,3361103498,ȘCOALA GIMNAZIALĂ STROIEȘTI,ZAHAREŞTI,150347,RURAL,,3362104712,"ȘCOALA PRIMARĂ ""ILIE GRĂMADĂ"" ZAHAREȘTI","ȘCOALA PRIMARĂ ""ILIE GRĂMADĂ"" ZAHAREȘTI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,FN,727502,0330131341,0330131341,sg_stroiesti@isj.sv.edu.ro
2025-2026,SV,STULPICANI,150365,RURAL,3361100016,ȘCOALA GIMNAZIALĂ STULPICANI,SLĂTIOARA,150392,RURAL,,3362101944,ȘCOALA PRIMARĂ SLĂTIOARA,ȘCOALA PRIMARĂ SLĂTIOARA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Codri Seculari,24,727508,0230574620,0230574620,sg_stulpicani@isj.sv.edu.ro
2025-2026,SV,STULPICANI,150365,RURAL,3361100016,ȘCOALA GIMNAZIALĂ STULPICANI,VADU NEGRILESEI,150409,RURAL,,3362102235,ȘCOALA PRIMARĂ VADU NEGRILESEI,ȘCOALA PRIMARĂ VADU NEGRILESEI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Vadu Negrilesei,71,727509,0330562420,0230574620,sg_stulpicani@isj.sv.edu.ro
2025-2026,SV,UDEŞTI,150597,RURAL,3361104201,"ȘCOALA GIMNAZIALĂ ""ACADEMICIAN H. MIHĂESCU"" UDEȘTI",CHILIŞENI,150604,RURAL,,3362100821,ȘCOALA PRIMARĂ CHILIȘENI,ȘCOALA PRIMARĂ CHILIȘENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,FN,727563,0775577145,0230538124,sg_academician_h_mihaescu_udesti@isj.sv.edu.ro
